snapshot_date,opportunity_id,account_id,region_code,stage_name,weighted_pipeline_usd,commit_probability,expected_close_date,slippage_risk
2025-04-25,OPP-202504-ACC-1141-3,ACC-1141,LA,commit,84294.96,0.768,2025-07-17,low
2025-04-25,OPP-202504-ACC-1142-0,ACC-1142,ME,proposal,9251.41,0.623,2025-07-22,low
2025-04-25,OPP-202504-ACC-1142-1,ACC-1142,ME,solution-fit,11073.78,0.359,2025-05-24,medium
2025-04-25,OPP-202504-ACC-1142-2,ACC-1142,ME,commit,11284.17,0.775,2025-07-11,high
2025-04-25,OPP-202504-ACC-1143-0,ACC-1143,AF,solution-fit,3326.95,0.312,2025-07-25,high
2025-04-25,OPP-202504-ACC-1143-1,ACC-1143,AF,commit,7539.21,0.764,2025-06-12,low
2025-04-25,OPP-202504-ACC-1143-2,ACC-1143,AF,solution-fit,4484.94,0.382,2025-08-22,medium
2025-04-25,OPP-202504-ACC-1144-0,ACC-1144,NA,solution-fit,56185.24,0.268,2025-06-18,high
2025-04-25,OPP-202504-ACC-1144-1,ACC-1144,NA,commit,53107.74,0.75,2025-05-18,low
2025-04-25,OPP-202504-ACC-1144-2,ACC-1144,NA,commit,28185.01,0.759,2025-06-07,low
2025-04-25,OPP-202504-ACC-1144-3,ACC-1144,NA,solution-fit,50139.72,0.292,2025-05-21,high
2025-04-25,OPP-202504-ACC-1145-0,ACC-1145,EU,discover,25581.34,0.221,2025-08-17,high
2025-04-25,OPP-202504-ACC-1145-1,ACC-1145,EU,proposal,13329.77,0.504,2025-05-09,high
2025-04-25,OPP-202504-ACC-1145-2,ACC-1145,EU,solution-fit,10968.08,0.267,2025-07-21,high
2025-04-25,OPP-202504-ACC-1146-0,ACC-1146,AP,proposal,15206.95,0.501,2025-05-15,high
2025-04-25,OPP-202504-ACC-1146-1,ACC-1146,AP,commit,4330.87,0.757,2025-08-14,low
2025-04-25,OPP-202504-ACC-1146-2,ACC-1146,AP,proposal,15293.05,0.509,2025-06-08,medium
2025-04-25,OPP-202504-ACC-1147-0,ACC-1147,LA,solution-fit,51500.96,0.288,2025-05-08,high
2025-04-25,OPP-202504-ACC-1147-1,ACC-1147,LA,proposal,18513.75,0.563,2025-07-31,medium
2025-04-25,OPP-202504-ACC-1147-2,ACC-1147,LA,solution-fit,19358.9,0.429,2025-07-25,medium
2025-04-25,OPP-202504-ACC-1147-3,ACC-1147,LA,commit,68018.3,0.759,2025-07-21,low
2025-04-25,OPP-202504-ACC-1148-0,ACC-1148,ME,proposal,14138.17,0.718,2025-08-12,low
2025-04-25,OPP-202504-ACC-1148-1,ACC-1148,ME,solution-fit,11397.31,0.489,2025-07-06,medium
2025-04-25,OPP-202504-ACC-1148-2,ACC-1148,ME,proposal,33329.63,0.687,2025-06-04,low
2025-04-25,OPP-202504-ACC-1149-0,ACC-1149,AF,proposal,7353.18,0.66,2025-08-11,high
2025-04-25,OPP-202504-ACC-1149-1,ACC-1149,AF,proposal,8293.74,0.721,2025-08-14,low
2025-04-25,OPP-202504-ACC-1149-2,ACC-1149,AF,proposal,12308.02,0.733,2025-06-11,low
2025-04-25,OPP-202504-ACC-1150-0,ACC-1150,NA,commit,47862.75,0.773,2025-06-07,low
2025-04-25,OPP-202504-ACC-1150-1,ACC-1150,NA,proposal,64475.58,0.616,2025-06-21,low
2025-04-25,OPP-202504-ACC-1150-2,ACC-1150,NA,commit,82632.26,0.769,2025-07-18,low
2025-04-25,OPP-202504-ACC-1150-3,ACC-1150,NA,solution-fit,31922.59,0.336,2025-07-31,high
2025-04-25,OPP-202504-ACC-1151-0,ACC-1151,EU,solution-fit,15991.51,0.443,2025-07-25,medium
2025-04-25,OPP-202504-ACC-1151-1,ACC-1151,EU,proposal,9454.94,0.53,2025-05-15,medium
2025-04-25,OPP-202504-ACC-1151-2,ACC-1151,EU,proposal,17061.79,0.679,2025-08-16,high
2025-04-25,OPP-202504-ACC-1152-0,ACC-1152,AP,solution-fit,12304.31,0.462,2025-05-29,medium
2025-04-25,OPP-202504-ACC-1152-1,ACC-1152,AP,solution-fit,14231.97,0.408,2025-06-05,medium
2025-04-25,OPP-202504-ACC-1152-2,ACC-1152,AP,discover,10626.93,0.224,2025-06-23,high
2025-04-25,OPP-202504-ACC-1153-0,ACC-1153,LA,proposal,107552.8,0.686,2025-07-22,low
2025-04-25,OPP-202504-ACC-1153-1,ACC-1153,LA,proposal,141331.6,0.553,2025-05-27,medium
2025-04-25,OPP-202504-ACC-1153-2,ACC-1153,LA,proposal,47455.91,0.652,2025-06-22,low
2025-04-25,OPP-202504-ACC-1153-3,ACC-1153,LA,proposal,35624.91,0.622,2025-08-11,low
2025-04-25,OPP-202504-ACC-1154-0,ACC-1154,ME,commit,18396.74,0.752,2025-08-12,low
2025-04-25,OPP-202504-ACC-1154-1,ACC-1154,ME,proposal,27735.85,0.573,2025-07-14,medium
2025-04-25,OPP-202504-ACC-1154-2,ACC-1154,ME,proposal,27341.81,0.7,2025-06-19,low
2025-04-25,OPP-202504-ACC-1155-0,ACC-1155,AF,solution-fit,4080.52,0.333,2025-08-22,high
2025-04-25,OPP-202504-ACC-1155-1,ACC-1155,AF,commit,2268.64,0.785,2025-06-10,low
2025-04-25,OPP-202504-ACC-1155-2,ACC-1155,AF,discover,3104.02,0.223,2025-05-24,high
2025-04-25,OPP-202504-ACC-1156-0,ACC-1156,NA,solution-fit,35989.22,0.388,2025-07-13,medium
2025-04-25,OPP-202504-ACC-1156-1,ACC-1156,NA,solution-fit,44907.47,0.39,2025-06-15,medium
2025-04-25,OPP-202504-ACC-1156-2,ACC-1156,NA,proposal,12586.13,0.691,2025-08-01,low
2025-04-25,OPP-202504-ACC-1156-3,ACC-1156,NA,proposal,41506.64,0.616,2025-06-23,low
2025-04-25,OPP-202504-ACC-1157-0,ACC-1157,EU,solution-fit,13098.23,0.358,2025-07-07,medium
2025-04-25,OPP-202504-ACC-1157-1,ACC-1157,EU,proposal,27156.07,0.725,2025-07-31,low
2025-04-25,OPP-202504-ACC-1157-2,ACC-1157,EU,discover,14298.47,0.224,2025-07-18,high
2025-04-25,OPP-202504-ACC-1158-0,ACC-1158,AP,solution-fit,12848.35,0.321,2025-05-16,high
2025-04-25,OPP-202504-ACC-1158-1,ACC-1158,AP,solution-fit,8706.05,0.296,2025-05-19,high
2025-04-25,OPP-202504-ACC-1158-2,ACC-1158,AP,discover,10965.77,0.224,2025-08-16,high
2025-04-25,OPP-202504-ACC-1159-0,ACC-1159,LA,proposal,82878.78,0.606,2025-08-22,low
2025-04-25,OPP-202504-ACC-1159-1,ACC-1159,LA,solution-fit,77252.66,0.393,2025-07-14,high
2025-04-25,OPP-202504-ACC-1159-2,ACC-1159,LA,commit,27434.97,0.771,2025-08-19,low
2025-04-25,OPP-202504-ACC-1159-3,ACC-1159,LA,proposal,78442.09,0.624,2025-08-05,high
2025-04-25,OPP-202504-ACC-1160-0,ACC-1160,ME,commit,16269.21,0.802,2025-07-24,low
2025-04-25,OPP-202504-ACC-1160-1,ACC-1160,ME,solution-fit,19495.14,0.368,2025-06-16,high
2025-04-25,OPP-202504-ACC-1160-2,ACC-1160,ME,solution-fit,13036.48,0.497,2025-07-25,medium
2025-04-25,OPP-202504-ACC-1161-0,ACC-1161,AF,solution-fit,5760.4,0.473,2025-07-06,medium
2025-04-25,OPP-202504-ACC-1161-1,ACC-1161,AF,proposal,10731.2,0.509,2025-07-03,high
2025-04-25,OPP-202504-ACC-1161-2,ACC-1161,AF,commit,15276.49,0.814,2025-07-14,high
2025-04-25,OPP-202504-ACC-1162-0,ACC-1162,NA,proposal,87089.3,0.698,2025-06-04,low
2025-04-25,OPP-202504-ACC-1162-1,ACC-1162,NA,proposal,38842.53,0.681,2025-08-19,low
2025-04-25,OPP-202504-ACC-1162-2,ACC-1162,NA,solution-fit,122664.38,0.255,2025-05-10,high
2025-04-25,OPP-202504-ACC-1162-3,ACC-1162,NA,proposal,35158.65,0.67,2025-06-08,low
2025-04-25,OPP-202504-ACC-1163-0,ACC-1163,EU,solution-fit,13377.77,0.294,2025-06-26,high
2025-04-25,OPP-202504-ACC-1163-1,ACC-1163,EU,proposal,26432.0,0.571,2025-08-07,medium
2025-04-25,OPP-202504-ACC-1163-2,ACC-1163,EU,solution-fit,35446.24,0.403,2025-08-12,high
2025-04-25,OPP-202504-ACC-1164-0,ACC-1164,AP,proposal,18411.75,0.528,2025-07-24,medium
2025-04-25,OPP-202504-ACC-1164-1,ACC-1164,AP,proposal,15906.81,0.685,2025-06-04,low
2025-04-25,OPP-202504-ACC-1164-2,ACC-1164,AP,proposal,11972.48,0.557,2025-07-28,high
2025-04-25,OPP-202504-ACC-1165-0,ACC-1165,LA,commit,20618.85,0.788,2025-06-30,low
2025-04-25,OPP-202504-ACC-1165-1,ACC-1165,LA,solution-fit,22447.07,0.332,2025-06-02,high
2025-04-25,OPP-202504-ACC-1165-2,ACC-1165,LA,proposal,29136.69,0.557,2025-08-21,medium
2025-04-25,OPP-202504-ACC-1165-3,ACC-1165,LA,solution-fit,43163.14,0.423,2025-08-04,medium
2025-04-25,OPP-202504-ACC-1166-0,ACC-1166,ME,solution-fit,19387.71,0.381,2025-07-10,high
2025-04-25,OPP-202504-ACC-1166-1,ACC-1166,ME,proposal,23612.71,0.527,2025-08-16,high
2025-04-25,OPP-202504-ACC-1166-2,ACC-1166,ME,solution-fit,13415.77,0.358,2025-05-21,medium
2025-04-25,OPP-202504-ACC-1167-0,ACC-1167,AF,solution-fit,8929.87,0.31,2025-06-05,high
2025-04-25,OPP-202504-ACC-1167-1,ACC-1167,AF,commit,8623.87,0.751,2025-08-16,low
2025-04-25,OPP-202504-ACC-1167-2,ACC-1167,AF,proposal,5674.52,0.591,2025-07-05,low
2025-04-25,OPP-202504-ACC-1168-0,ACC-1168,NA,solution-fit,62994.56,0.379,2025-06-27,medium
2025-04-25,OPP-202504-ACC-1168-1,ACC-1168,NA,proposal,56583.68,0.56,2025-07-02,high
2025-04-25,OPP-202504-ACC-1168-2,ACC-1168,NA,proposal,21454.81,0.735,2025-05-28,low
2025-04-25,OPP-202504-ACC-1168-3,ACC-1168,NA,solution-fit,29127.71,0.308,2025-06-07,high
2025-04-25,OPP-202504-ACC-1169-0,ACC-1169,EU,solution-fit,52488.33,0.362,2025-05-12,medium
2025-04-25,OPP-202504-ACC-1169-1,ACC-1169,EU,proposal,52477.69,0.645,2025-08-09,low
2025-04-25,OPP-202504-ACC-1169-2,ACC-1169,EU,proposal,19757.81,0.529,2025-06-04,high
2025-04-25,OPP-202504-ACC-1170-0,ACC-1170,AP,solution-fit,14580.04,0.27,2025-05-17,high
2025-04-25,OPP-202504-ACC-1170-1,ACC-1170,AP,solution-fit,12204.16,0.28,2025-06-21,high
2025-04-25,OPP-202504-ACC-1170-2,ACC-1170,AP,solution-fit,14071.58,0.459,2025-06-10,medium
2025-04-25,OPP-202504-ACC-1171-0,ACC-1171,LA,solution-fit,37732.61,0.282,2025-07-05,high
2025-04-25,OPP-202504-ACC-1171-1,ACC-1171,LA,solution-fit,37673.94,0.454,2025-07-29,medium
2025-04-25,OPP-202504-ACC-1171-2,ACC-1171,LA,commit,37024.11,0.811,2025-05-24,low
2025-04-25,OPP-202504-ACC-1171-3,ACC-1171,LA,proposal,98614.59,0.582,2025-06-09,low
2025-04-25,OPP-202504-ACC-1172-0,ACC-1172,ME,solution-fit,26053.05,0.258,2025-06-19,high
2025-04-25,OPP-202504-ACC-1172-1,ACC-1172,ME,solution-fit,35284.13,0.365,2025-08-10,high
2025-04-25,OPP-202504-ACC-1172-2,ACC-1172,ME,solution-fit,12511.02,0.395,2025-06-24,medium
2025-04-25,OPP-202504-ACC-1173-0,ACC-1173,AF,proposal,5042.28,0.515,2025-05-21,medium
2025-04-25,OPP-202504-ACC-1173-1,ACC-1173,AF,solution-fit,10674.27,0.447,2025-07-01,medium
2025-04-25,OPP-202504-ACC-1173-2,ACC-1173,AF,proposal,10329.14,0.556,2025-06-19,medium
2025-04-25,OPP-202504-ACC-1174-0,ACC-1174,NA,proposal,11402.63,0.612,2025-08-22,high
2025-04-25,OPP-202504-ACC-1174-1,ACC-1174,NA,commit,47926.46,0.761,2025-05-07,low
2025-04-25,OPP-202504-ACC-1174-2,ACC-1174,NA,solution-fit,40672.11,0.403,2025-06-19,medium
2025-04-25,OPP-202504-ACC-1174-3,ACC-1174,NA,discover,19351.44,0.225,2025-08-20,high
2025-04-25,OPP-202504-ACC-1175-0,ACC-1175,EU,solution-fit,37899.37,0.446,2025-06-11,medium
2025-04-25,OPP-202504-ACC-1175-1,ACC-1175,EU,commit,39816.02,0.802,2025-07-16,low
2025-04-25,OPP-202504-ACC-1175-2,ACC-1175,EU,proposal,31268.19,0.701,2025-06-18,high
2025-04-25,OPP-202504-ACC-1176-0,ACC-1176,AP,proposal,7816.47,0.706,2025-05-24,low
2025-04-25,OPP-202504-ACC-1176-1,ACC-1176,AP,solution-fit,11495.13,0.427,2025-07-05,high
2025-04-25,OPP-202504-ACC-1176-2,ACC-1176,AP,solution-fit,16244.63,0.404,2025-07-26,medium
2025-04-25,OPP-202504-ACC-1177-0,ACC-1177,LA,solution-fit,29716.35,0.346,2025-07-04,high
2025-04-25,OPP-202504-ACC-1177-1,ACC-1177,LA,proposal,83558.22,0.713,2025-07-04,low
2025-04-25,OPP-202504-ACC-1177-2,ACC-1177,LA,solution-fit,37935.94,0.425,2025-08-22,medium
2025-04-25,OPP-202504-ACC-1177-3,ACC-1177,LA,solution-fit,34738.34,0.34,2025-07-30,high
2025-04-25,OPP-202504-ACC-1178-0,ACC-1178,ME,proposal,21041.61,0.721,2025-08-08,low
2025-04-25,OPP-202504-ACC-1178-1,ACC-1178,ME,solution-fit,22448.5,0.379,2025-05-09,medium
2025-04-25,OPP-202504-ACC-1178-2,ACC-1178,ME,commit,16424.57,0.785,2025-06-28,low
2025-04-25,OPP-202504-ACC-1179-0,ACC-1179,AF,proposal,2124.92,0.707,2025-06-21,high
2025-04-25,OPP-202504-ACC-1179-1,ACC-1179,AF,commit,4704.04,0.763,2025-07-24,high
2025-04-25,OPP-202504-ACC-1179-2,ACC-1179,AF,proposal,3584.98,0.733,2025-06-18,low
2025-04-25,OPP-202504-ACC-1180-0,ACC-1180,NA,proposal,162035.61,0.715,2025-06-12,low
2025-04-25,OPP-202504-ACC-1180-1,ACC-1180,NA,solution-fit,75084.65,0.342,2025-08-02,high
2025-04-25,OPP-202504-ACC-1180-2,ACC-1180,NA,proposal,108340.52,0.546,2025-07-10,medium
2025-04-25,OPP-202504-ACC-1180-3,ACC-1180,NA,solution-fit,35218.96,0.276,2025-05-12,high
2025-04-25,OPP-202504-ACC-1181-0,ACC-1181,EU,proposal,41471.09,0.727,2025-07-08,low
2025-04-25,OPP-202504-ACC-1181-1,ACC-1181,EU,proposal,12818.83,0.745,2025-07-28,low
2025-04-25,OPP-202504-ACC-1181-2,ACC-1181,EU,proposal,41543.17,0.514,2025-07-02,medium
2025-04-25,OPP-202504-ACC-1182-0,ACC-1182,AP,proposal,16884.61,0.619,2025-05-11,low
2025-04-25,OPP-202504-ACC-1182-1,ACC-1182,AP,discover,16029.75,0.239,2025-05-13,high
2025-04-25,OPP-202504-ACC-1182-2,ACC-1182,AP,proposal,8910.86,0.682,2025-05-07,low
2025-04-25,OPP-202504-ACC-1183-0,ACC-1183,LA,commit,35265.88,0.756,2025-05-26,low
2025-04-25,OPP-202504-ACC-1183-1,ACC-1183,LA,solution-fit,32021.91,0.306,2025-07-01,high
2025-04-25,OPP-202504-ACC-1183-2,ACC-1183,LA,proposal,21528.33,0.745,2025-08-19,low
2025-04-25,OPP-202504-ACC-1183-3,ACC-1183,LA,proposal,37251.82,0.519,2025-06-13,medium
2025-04-25,OPP-202504-ACC-1184-0,ACC-1184,ME,proposal,8872.86,0.746,2025-08-19,low
2025-04-25,OPP-202504-ACC-1184-1,ACC-1184,ME,commit,10182.94,0.777,2025-07-31,low
2025-04-25,OPP-202504-ACC-1184-2,ACC-1184,ME,solution-fit,9926.77,0.44,2025-07-30,medium
2025-04-25,OPP-202504-ACC-1185-0,ACC-1185,AF,proposal,5450.78,0.679,2025-07-12,low
2025-04-25,OPP-202504-ACC-1185-1,ACC-1185,AF,proposal,5920.28,0.603,2025-06-11,low
2025-04-25,OPP-202504-ACC-1185-2,ACC-1185,AF,solution-fit,3911.79,0.372,2025-07-21,high
2025-04-25,OPP-202504-ACC-1186-0,ACC-1186,NA,solution-fit,33397.19,0.273,2025-05-09,high
2025-04-25,OPP-202504-ACC-1186-1,ACC-1186,NA,commit,93248.0,0.813,2025-08-10,low
2025-04-25,OPP-202504-ACC-1186-2,ACC-1186,NA,proposal,106748.66,0.613,2025-07-13,low
2025-04-25,OPP-202504-ACC-1186-3,ACC-1186,NA,solution-fit,81077.58,0.355,2025-06-24,medium
2025-04-25,OPP-202504-ACC-1187-0,ACC-1187,EU,proposal,27456.37,0.671,2025-05-26,low
2025-04-25,OPP-202504-ACC-1187-1,ACC-1187,EU,proposal,17376.62,0.592,2025-07-14,low
2025-04-25,OPP-202504-ACC-1187-2,ACC-1187,EU,solution-fit,9405.19,0.271,2025-08-09,high
2025-04-25,OPP-202504-ACC-1188-0,ACC-1188,AP,commit,16892.71,0.78,2025-06-02,low
2025-04-25,OPP-202504-ACC-1188-1,ACC-1188,AP,commit,4327.84,0.801,2025-06-18,high
2025-04-25,OPP-202504-ACC-1188-2,ACC-1188,AP,proposal,9004.59,0.502,2025-05-28,medium
2025-04-25,OPP-202504-ACC-1189-0,ACC-1189,LA,solution-fit,60216.23,0.483,2025-05-13,medium
2025-04-25,OPP-202504-ACC-1189-1,ACC-1189,LA,solution-fit,77752.38,0.369,2025-08-19,medium
2025-04-25,OPP-202504-ACC-1189-2,ACC-1189,LA,solution-fit,73466.84,0.483,2025-06-12,medium
2025-04-25,OPP-202504-ACC-1189-3,ACC-1189,LA,proposal,53245.21,0.64,2025-05-28,high
2025-04-25,OPP-202504-ACC-1190-0,ACC-1190,ME,commit,9729.3,0.796,2025-07-27,high
2025-04-25,OPP-202504-ACC-1190-1,ACC-1190,ME,solution-fit,10350.4,0.321,2025-06-16,high
2025-04-25,OPP-202504-ACC-1190-2,ACC-1190,ME,proposal,13934.61,0.74,2025-05-19,low
2025-04-25,OPP-202504-ACC-1191-0,ACC-1191,AF,solution-fit,4245.83,0.493,2025-05-25,high
2025-04-25,OPP-202504-ACC-1191-1,ACC-1191,AF,proposal,8796.03,0.69,2025-08-05,low
2025-04-25,OPP-202504-ACC-1191-2,ACC-1191,AF,solution-fit,10556.75,0.365,2025-07-30,medium
2025-04-25,OPP-202504-ACC-1192-0,ACC-1192,NA,proposal,55224.84,0.665,2025-08-07,high
2025-04-25,OPP-202504-ACC-1192-1,ACC-1192,NA,solution-fit,32992.16,0.293,2025-05-31,high
2025-04-25,OPP-202504-ACC-1192-2,ACC-1192,NA,commit,50187.94,0.813,2025-06-30,low
2025-04-25,OPP-202504-ACC-1192-3,ACC-1192,NA,proposal,104788.55,0.58,2025-06-08,high
2025-04-25,OPP-202504-ACC-1193-0,ACC-1193,EU,discover,24489.46,0.227,2025-07-04,high
2025-04-25,OPP-202504-ACC-1193-1,ACC-1193,EU,solution-fit,18786.28,0.478,2025-07-11,high
2025-04-25,OPP-202504-ACC-1193-2,ACC-1193,EU,solution-fit,23564.14,0.33,2025-06-12,high
2025-04-25,OPP-202504-ACC-1194-0,ACC-1194,AP,proposal,6272.51,0.692,2025-06-18,low
2025-04-25,OPP-202504-ACC-1194-1,ACC-1194,AP,discover,4862.31,0.242,2025-08-23,high
2025-04-25,OPP-202504-ACC-1194-2,ACC-1194,AP,solution-fit,3522.97,0.401,2025-07-26,high
2025-04-25,OPP-202504-ACC-1195-0,ACC-1195,LA,commit,55645.66,0.786,2025-06-27,low
2025-04-25,OPP-202504-ACC-1195-1,ACC-1195,LA,proposal,58909.02,0.561,2025-06-26,medium
2025-04-25,OPP-202504-ACC-1195-2,ACC-1195,LA,commit,25183.97,0.809,2025-08-18,low
2025-04-25,OPP-202504-ACC-1195-3,ACC-1195,LA,solution-fit,85960.55,0.454,2025-07-17,medium
2025-04-25,OPP-202504-ACC-1196-0,ACC-1196,ME,solution-fit,14080.1,0.312,2025-05-10,high
2025-04-25,OPP-202504-ACC-1196-1,ACC-1196,ME,solution-fit,6515.29,0.48,2025-05-12,medium
2025-04-25,OPP-202504-ACC-1196-2,ACC-1196,ME,solution-fit,16027.42,0.273,2025-05-23,high
2025-04-25,OPP-202504-ACC-1197-0,ACC-1197,AF,proposal,12414.83,0.703,2025-05-08,low
2025-04-25,OPP-202504-ACC-1197-1,ACC-1197,AF,proposal,3891.82,0.691,2025-05-11,low
2025-04-25,OPP-202504-ACC-1197-2,ACC-1197,AF,solution-fit,4428.18,0.368,2025-05-14,medium
2025-04-25,OPP-202504-ACC-1198-0,ACC-1198,NA,solution-fit,35153.51,0.463,2025-06-06,medium
2025-04-25,OPP-202504-ACC-1198-1,ACC-1198,NA,solution-fit,13178.82,0.405,2025-06-15,high
2025-04-25,OPP-202504-ACC-1198-2,ACC-1198,NA,solution-fit,26355.88,0.356,2025-08-04,medium
2025-04-25,OPP-202504-ACC-1198-3,ACC-1198,NA,solution-fit,51847.53,0.377,2025-07-11,medium
2025-04-25,OPP-202504-ACC-1199-0,ACC-1199,EU,solution-fit,14749.26,0.322,2025-05-22,high
2025-04-25,OPP-202504-ACC-1199-1,ACC-1199,EU,proposal,11654.91,0.536,2025-07-03,high
2025-04-25,OPP-202504-ACC-1199-2,ACC-1199,EU,proposal,8337.21,0.562,2025-07-14,high
2025-04-25,OPP-202504-ACC-1200-0,ACC-1200,AP,solution-fit,12469.76,0.375,2025-06-21,high
2025-04-25,OPP-202504-ACC-1200-1,ACC-1200,AP,solution-fit,12364.16,0.433,2025-08-05,high
2025-04-25,OPP-202504-ACC-1200-2,ACC-1200,AP,solution-fit,11360.74,0.308,2025-07-25,high
2025-04-25,OPP-202504-ACC-1201-0,ACC-1201,LA,solution-fit,46205.58,0.442,2025-08-02,medium
2025-04-25,OPP-202504-ACC-1201-1,ACC-1201,LA,solution-fit,85872.93,0.38,2025-05-30,medium
2025-04-25,OPP-202504-ACC-1201-2,ACC-1201,LA,proposal,85438.28,0.732,2025-06-23,low
2025-04-25,OPP-202504-ACC-1201-3,ACC-1201,LA,proposal,48978.05,0.737,2025-06-15,low
2025-04-25,OPP-202504-ACC-1202-0,ACC-1202,ME,solution-fit,37102.74,0.383,2025-08-01,medium
2025-04-25,OPP-202504-ACC-1202-1,ACC-1202,ME,solution-fit,10130.13,0.385,2025-07-24,medium
2025-04-25,OPP-202504-ACC-1202-2,ACC-1202,ME,solution-fit,18469.56,0.389,2025-05-26,medium
2025-04-25,OPP-202504-ACC-1203-0,ACC-1203,AF,proposal,5011.15,0.641,2025-07-23,high
2025-04-25,OPP-202504-ACC-1203-1,ACC-1203,AF,commit,11809.16,0.783,2025-06-23,low
2025-04-25,OPP-202504-ACC-1203-2,ACC-1203,AF,solution-fit,9250.44,0.424,2025-06-15,medium
2025-04-25,OPP-202504-ACC-1204-0,ACC-1204,NA,solution-fit,64262.48,0.413,2025-08-03,high
2025-04-25,OPP-202504-ACC-1204-1,ACC-1204,NA,proposal,50829.58,0.621,2025-06-03,high
2025-04-25,OPP-202504-ACC-1204-2,ACC-1204,NA,proposal,60743.8,0.73,2025-08-13,low
2025-04-25,OPP-202504-ACC-1204-3,ACC-1204,NA,solution-fit,23510.84,0.455,2025-07-28,high
2025-04-25,OPP-202504-ACC-1205-0,ACC-1205,EU,proposal,48775.53,0.587,2025-05-16,low
2025-04-25,OPP-202504-ACC-1205-1,ACC-1205,EU,commit,36201.44,0.768,2025-05-20,high
2025-04-25,OPP-202504-ACC-1205-2,ACC-1205,EU,commit,18875.21,0.803,2025-07-23,high
2025-04-25,OPP-202504-ACC-1206-0,ACC-1206,AP,proposal,16360.78,0.543,2025-07-31,medium
2025-04-25,OPP-202504-ACC-1206-1,ACC-1206,AP,commit,12040.69,0.803,2025-05-11,low
2025-04-25,OPP-202504-ACC-1206-2,ACC-1206,AP,proposal,6179.79,0.552,2025-07-24,medium
2025-04-25,OPP-202504-ACC-1207-0,ACC-1207,LA,solution-fit,36938.43,0.338,2025-06-03,high
2025-04-25,OPP-202504-ACC-1207-1,ACC-1207,LA,solution-fit,30095.46,0.257,2025-08-20,high
2025-04-25,OPP-202504-ACC-1207-2,ACC-1207,LA,commit,48453.46,0.781,2025-08-22,low
2025-04-25,OPP-202504-ACC-1207-3,ACC-1207,LA,proposal,48058.26,0.515,2025-05-23,medium
2025-04-25,OPP-202504-ACC-1208-0,ACC-1208,ME,commit,19472.78,0.76,2025-07-28,high
2025-04-25,OPP-202504-ACC-1208-1,ACC-1208,ME,solution-fit,6987.19,0.356,2025-06-29,medium
2025-04-25,OPP-202504-ACC-1208-2,ACC-1208,ME,solution-fit,13133.34,0.453,2025-05-17,medium
2025-04-25,OPP-202504-ACC-1209-0,ACC-1209,AF,proposal,10444.41,0.524,2025-08-23,medium
2025-04-25,OPP-202504-ACC-1209-1,ACC-1209,AF,proposal,9773.58,0.599,2025-05-13,low
2025-04-25,OPP-202504-ACC-1209-2,ACC-1209,AF,solution-fit,9881.31,0.411,2025-06-13,high
2025-04-25,OPP-202504-ACC-1210-0,ACC-1210,NA,proposal,121780.06,0.676,2025-05-15,low
2025-04-25,OPP-202504-ACC-1210-1,ACC-1210,NA,proposal,90585.14,0.661,2025-07-06,low
2025-04-25,OPP-202504-ACC-1210-2,ACC-1210,NA,proposal,41286.01,0.642,2025-06-30,low
2025-04-25,OPP-202504-ACC-1210-3,ACC-1210,NA,solution-fit,107694.21,0.43,2025-05-16,medium
2025-04-25,OPP-202504-ACC-1211-0,ACC-1211,EU,commit,20273.9,0.815,2025-06-13,low
2025-04-25,OPP-202504-ACC-1211-1,ACC-1211,EU,solution-fit,19240.99,0.265,2025-06-27,high
2025-04-25,OPP-202504-ACC-1211-2,ACC-1211,EU,proposal,7762.8,0.527,2025-06-14,high
2025-04-25,OPP-202504-ACC-1212-0,ACC-1212,AP,discover,5942.71,0.229,2025-07-26,high
2025-04-25,OPP-202504-ACC-1212-1,ACC-1212,AP,commit,10432.83,0.802,2025-05-14,high
2025-04-25,OPP-202504-ACC-1212-2,ACC-1212,AP,commit,13279.53,0.761,2025-06-19,low
2025-04-25,OPP-202504-ACC-1213-0,ACC-1213,LA,solution-fit,64235.17,0.278,2025-08-06,high
2025-04-25,OPP-202504-ACC-1213-1,ACC-1213,LA,proposal,93790.19,0.607,2025-07-16,low
2025-04-25,OPP-202504-ACC-1213-2,ACC-1213,LA,proposal,97543.98,0.525,2025-06-19,high
2025-04-25,OPP-202504-ACC-1213-3,ACC-1213,LA,proposal,105831.47,0.71,2025-07-28,low
2025-04-25,OPP-202504-ACC-1214-0,ACC-1214,ME,commit,10994.87,0.798,2025-07-08,low
2025-04-25,OPP-202504-ACC-1214-1,ACC-1214,ME,commit,26919.97,0.764,2025-06-13,low
2025-04-25,OPP-202504-ACC-1214-2,ACC-1214,ME,proposal,20934.76,0.688,2025-05-16,low
2025-04-25,OPP-202504-ACC-1215-0,ACC-1215,AF,commit,11337.98,0.799,2025-08-19,low
2025-04-25,OPP-202504-ACC-1215-1,ACC-1215,AF,proposal,10292.96,0.622,2025-06-28,low
2025-04-25,OPP-202504-ACC-1215-2,ACC-1215,AF,proposal,4796.03,0.508,2025-07-14,medium
2025-04-25,OPP-202504-ACC-1216-0,ACC-1216,NA,solution-fit,31813.03,0.335,2025-05-21,high
2025-04-25,OPP-202504-ACC-1216-1,ACC-1216,NA,proposal,17451.55,0.734,2025-07-16,low
