usage_date,account_id,active_users,weekly_sessions,support_tickets,satisfaction_score
2025-08-01,ACC-1101,48,576,0,76.74
2025-08-01,ACC-1102,478,1912,8,79.79
2025-08-01,ACC-1103,200,1200,3,93.56
2025-08-01,ACC-1104,75,525,2,84.55
2025-08-01,ACC-1105,619,7428,22,71.96
2025-08-01,ACC-1106,142,568,3,73.09
2025-08-01,ACC-1107,69,828,1,92.07
2025-08-01,ACC-1108,407,2442,16,84.68
2025-08-01,ACC-1109,228,1824,8,85.27
2025-08-01,ACC-1110,84,504,4,91.61
2025-08-01,ACC-1111,634,3804,21,70.82
2025-08-01,ACC-1112,227,1816,3,76.77
2025-08-01,ACC-1113,59,649,2,82.29
2025-08-01,ACC-1114,706,5648,18,80.02
2025-08-01,ACC-1115,191,2101,4,84.1
2025-08-01,ACC-1116,84,924,2,81.22
2025-08-01,ACC-1117,662,5296,22,84.07
2025-08-01,ACC-1118,173,692,3,94.89
2025-08-01,ACC-1119,74,370,3,73.82
2025-08-01,ACC-1120,423,4653,14,91.55
2025-08-01,ACC-1121,204,1428,5,75.84
2025-08-01,ACC-1122,50,550,1,94.65
2025-08-01,ACC-1123,412,2472,18,89.64
2025-08-01,ACC-1124,229,2290,11,88.13
2025-08-01,ACC-1125,55,385,1,95.1
2025-08-01,ACC-1126,635,5080,14,73.03
2025-08-01,ACC-1127,139,1251,5,90.26
2025-08-01,ACC-1128,77,462,2,90.58
2025-08-01,ACC-1129,397,1985,12,82.83
2025-08-01,ACC-1130,173,1903,7,89.17
2025-08-01,ACC-1131,70,490,1,77.72
2025-08-01,ACC-1132,662,4634,24,84.0
2025-08-01,ACC-1133,182,2184,8,88.89
2025-08-01,ACC-1134,51,459,1,88.49
2025-08-01,ACC-1135,489,1956,5,89.68
2025-08-01,ACC-1136,231,924,8,73.23
2025-08-01,ACC-1137,75,450,3,83.15
2025-08-01,ACC-1138,625,7500,15,90.35
2025-08-01,ACC-1139,220,1320,10,83.94
2025-08-01,ACC-1140,83,830,1,85.18
2025-08-01,ACC-1141,527,5270,11,91.72
2025-08-01,ACC-1142,217,1519,8,93.86
2025-08-01,ACC-1143,71,568,2,86.94
2025-08-01,ACC-1144,620,4340,29,88.64
2025-08-01,ACC-1145,140,560,1,89.73
2025-08-01,ACC-1146,82,328,2,74.23
2025-08-01,ACC-1147,572,6292,16,76.67
2025-08-01,ACC-1148,174,1566,4,85.03
2025-08-01,ACC-1149,61,610,1,74.77
2025-08-01,ACC-1150,582,3492,25,90.17
2025-08-01,ACC-1151,236,2360,6,81.93
2025-08-01,ACC-1152,64,512,2,83.09
2025-08-01,ACC-1153,665,7980,29,91.12
2025-08-01,ACC-1154,158,1738,6,82.58
2025-08-01,ACC-1155,56,392,2,85.0
2025-08-01,ACC-1156,623,5607,20,91.24
2025-08-01,ACC-1157,171,1881,6,90.41
2025-08-01,ACC-1158,73,365,3,84.98
2025-08-01,ACC-1159,658,3290,13,73.59
2025-08-01,ACC-1160,155,1705,7,95.03
2025-08-01,ACC-1161,59,590,1,84.49
2025-08-01,ACC-1162,456,2280,9,87.98
2025-08-01,ACC-1163,218,1090,6,81.49
2025-08-01,ACC-1164,67,804,3,86.38
2025-08-01,ACC-1165,393,4323,6,72.72
2025-08-01,ACC-1166,170,1870,6,77.33
2025-08-01,ACC-1167,72,792,3,73.73
2025-08-01,ACC-1168,564,5076,19,87.36
2025-08-01,ACC-1169,205,2255,2,83.72
2025-08-01,ACC-1170,77,539,3,94.75
2025-08-01,ACC-1171,386,1544,5,78.8
2025-08-01,ACC-1172,148,592,2,72.16
2025-08-01,ACC-1173,85,595,1,87.02
2025-08-01,ACC-1174,475,1900,23,83.22
2025-08-01,ACC-1175,156,780,6,90.86
2025-08-01,ACC-1176,49,539,1,77.4
2025-08-01,ACC-1177,682,4774,18,74.81
2025-08-01,ACC-1178,218,2180,5,78.43
2025-08-01,ACC-1179,53,318,2,75.71
2025-08-01,ACC-1180,560,3360,10,82.24
2025-08-01,ACC-1181,145,1305,3,78.2
2025-08-01,ACC-1182,61,610,2,88.52
2025-08-01,ACC-1183,582,2910,15,92.83
2025-08-01,ACC-1184,144,720,7,75.9
2025-08-01,ACC-1185,69,414,1,87.69
2025-08-01,ACC-1186,551,5510,6,71.78
2025-08-01,ACC-1187,237,2133,2,77.92
2025-08-01,ACC-1188,51,408,1,89.36
2025-08-01,ACC-1189,570,3990,9,89.06
2025-08-01,ACC-1190,208,2288,9,86.11
2025-08-01,ACC-1191,64,448,2,83.33
2025-08-01,ACC-1192,483,3381,10,90.95
2025-08-01,ACC-1193,157,785,3,92.2
2025-08-01,ACC-1194,65,585,1,83.92
2025-08-01,ACC-1195,551,6612,19,84.56
2025-08-01,ACC-1196,235,1880,3,94.46
2025-08-01,ACC-1197,67,670,1,79.28
2025-08-01,ACC-1198,487,5357,11,84.81
2025-08-01,ACC-1199,215,2580,10,89.07
2025-08-01,ACC-1200,77,693,2,83.73
2025-08-01,ACC-1201,572,6864,14,71.35
2025-08-01,ACC-1202,183,732,7,76.47
2025-08-01,ACC-1203,86,688,1,80.76
2025-08-01,ACC-1204,625,6250,29,86.08
2025-08-01,ACC-1205,144,1584,5,94.09
2025-08-01,ACC-1206,52,468,1,72.58
2025-08-01,ACC-1207,440,2640,19,77.21
2025-08-01,ACC-1208,242,1452,4,90.03
2025-08-01,ACC-1209,66,660,1,72.53
2025-08-01,ACC-1210,569,5690,23,73.51
2025-08-01,ACC-1211,173,1211,2,79.29
2025-08-01,ACC-1212,83,830,1,84.29
2025-08-01,ACC-1213,527,3689,8,77.23
2025-08-01,ACC-1214,188,1316,4,84.74
2025-08-01,ACC-1215,67,603,2,88.64
2025-08-01,ACC-1216,714,5712,34,72.67
2025-08-01,ACC-1217,167,835,3,93.45
2025-08-01,ACC-1218,76,456,1,85.61
2025-08-01,ACC-1219,616,3080,27,91.75
2025-08-01,ACC-1220,247,2964,6,75.33
2025-08-01,ACC-1221,80,560,1,74.0
2025-08-01,ACC-1222,699,8388,20,73.8
2025-08-01,ACC-1223,171,1026,7,82.78
2025-08-01,ACC-1224,79,711,3,77.53
2025-08-01,ACC-1225,591,5910,16,81.06
2025-08-01,ACC-1226,228,2736,2,72.44
2025-08-01,ACC-1227,61,244,0,93.19
2025-08-01,ACC-1228,686,6860,25,83.74
2025-08-01,ACC-1229,200,1600,8,94.62
2025-08-01,ACC-1230,79,948,3,92.25
2025-08-01,ACC-1231,592,4144,6,75.42
2025-08-01,ACC-1232,231,2772,4,90.44
2025-08-01,ACC-1233,57,456,2,89.65
2025-08-01,ACC-1234,662,6620,17,80.45
2025-08-01,ACC-1235,166,1162,2,88.28
2025-08-01,ACC-1236,83,498,1,79.61
2025-08-01,ACC-1237,449,3592,6,88.94
2025-08-01,ACC-1238,228,1596,10,91.62
2025-08-01,ACC-1239,66,660,3,71.95
2025-08-08,ACC-1000,533,6396,21,74.62
2025-08-08,ACC-1001,211,844,6,87.56
2025-08-08,ACC-1002,78,468,1,79.88
2025-08-08,ACC-1003,525,2625,18,85.27
2025-08-08,ACC-1004,177,708,3,75.45
2025-08-08,ACC-1005,47,329,1,76.43
2025-08-08,ACC-1006,601,3606,19,83.89
2025-08-08,ACC-1007,241,2892,11,75.99
2025-08-08,ACC-1008,67,536,1,81.5
2025-08-08,ACC-1009,608,2432,6,75.25
2025-08-08,ACC-1010,192,768,6,84.35
2025-08-08,ACC-1011,84,588,0,73.96
2025-08-08,ACC-1012,570,3990,28,87.1
2025-08-08,ACC-1013,213,2556,3,85.4
2025-08-08,ACC-1014,72,360,1,92.2
2025-08-08,ACC-1015,617,3702,17,70.13
2025-08-08,ACC-1016,130,780,3,80.37
2025-08-08,ACC-1017,49,392,0,78.25
2025-08-08,ACC-1018,492,2952,21,73.68
2025-08-08,ACC-1019,187,1683,5,72.31
2025-08-08,ACC-1020,69,276,3,80.17
2025-08-08,ACC-1021,671,4697,12,85.08
2025-08-08,ACC-1022,162,1458,5,82.73
2025-08-08,ACC-1023,54,432,0,90.09
2025-08-08,ACC-1024,668,7348,23,73.62
2025-08-08,ACC-1025,195,2145,7,88.44
2025-08-08,ACC-1026,70,630,3,85.42
2025-08-08,ACC-1027,637,2548,25,77.81
2025-08-08,ACC-1028,138,1656,5,90.55
2025-08-08,ACC-1029,61,671,1,75.01
2025-08-08,ACC-1030,525,5775,19,83.9
2025-08-08,ACC-1031,190,1520,4,75.56
2025-08-08,ACC-1032,52,520,2,83.46
2025-08-08,ACC-1033,711,5688,14,70.38
2025-08-08,ACC-1034,185,925,9,72.33
2025-08-08,ACC-1035,86,344,3,79.79
2025-08-08,ACC-1036,622,6842,22,87.7
2025-08-08,ACC-1037,179,716,3,81.88
2025-08-08,ACC-1038,56,224,2,74.69
2025-08-08,ACC-1039,677,4062,25,81.93
2025-08-08,ACC-1040,217,1519,10,89.85
2025-08-08,ACC-1041,75,300,1,78.25
2025-08-08,ACC-1042,488,5856,14,82.2
2025-08-08,ACC-1043,218,1962,7,88.57
2025-08-08,ACC-1044,50,500,2,81.96
2025-08-08,ACC-1045,641,2564,18,77.43
2025-08-08,ACC-1046,214,1070,7,81.24
2025-08-08,ACC-1047,52,572,2,72.12
2025-08-08,ACC-1048,562,6744,7,82.05
2025-08-08,ACC-1049,184,2208,6,82.09
2025-08-08,ACC-1050,85,425,0,73.78
2025-08-08,ACC-1051,490,1960,16,81.86
2025-08-08,ACC-1052,222,2220,7,94.11
2025-08-08,ACC-1053,60,420,2,88.38
2025-08-08,ACC-1054,594,2376,24,82.84
2025-08-08,ACC-1055,149,745,5,88.5
2025-08-08,ACC-1056,76,380,2,88.34
2025-08-08,ACC-1057,427,5124,18,71.13
2025-08-08,ACC-1058,178,1602,7,93.99
2025-08-08,ACC-1059,83,830,2,89.43
2025-08-08,ACC-1060,681,8172,12,84.43
2025-08-08,ACC-1061,211,2532,3,86.61
2025-08-08,ACC-1062,85,425,1,77.33
2025-08-08,ACC-1063,513,6156,8,91.14
2025-08-08,ACC-1064,213,1917,5,92.49
2025-08-08,ACC-1065,77,693,2,91.14
2025-08-08,ACC-1066,395,3950,13,78.02
2025-08-08,ACC-1067,225,1350,4,73.57
2025-08-08,ACC-1068,73,365,2,91.0
2025-08-08,ACC-1069,439,5268,11,84.5
2025-08-08,ACC-1070,208,2288,5,75.2
2025-08-08,ACC-1071,87,870,2,93.27
2025-08-08,ACC-1072,659,4613,28,77.13
2025-08-08,ACC-1073,218,1744,8,83.18
2025-08-08,ACC-1074,60,540,2,74.05
2025-08-08,ACC-1075,433,4330,12,86.3
2025-08-08,ACC-1076,216,1728,3,92.86
2025-08-08,ACC-1077,81,405,1,81.89
2025-08-08,ACC-1078,398,4776,8,89.63
2025-08-08,ACC-1079,164,1312,4,88.84
2025-08-08,ACC-1080,49,392,1,89.38
2025-08-08,ACC-1081,572,2860,15,71.64
2025-08-08,ACC-1082,137,959,1,78.29
2025-08-08,ACC-1083,61,610,1,88.57
2025-08-08,ACC-1084,451,1804,11,87.22
2025-08-08,ACC-1085,197,2167,8,74.3
2025-08-08,ACC-1086,48,240,1,93.49
2025-08-08,ACC-1087,661,7932,11,75.23
2025-08-08,ACC-1088,205,1640,9,90.24
2025-08-08,ACC-1089,61,549,1,80.42
2025-08-08,ACC-1090,386,1544,16,83.09
2025-08-08,ACC-1091,203,2030,4,88.34
2025-08-08,ACC-1092,65,520,1,83.33
2025-08-08,ACC-1093,584,6424,17,81.39
2025-08-08,ACC-1094,195,975,7,84.46
2025-08-08,ACC-1095,67,603,1,94.11
2025-08-08,ACC-1096,682,6138,15,76.13
2025-08-08,ACC-1097,170,1700,7,79.24
2025-08-08,ACC-1098,72,648,2,72.98
2025-08-08,ACC-1099,636,3816,13,90.81
2025-08-08,ACC-1100,213,2130,8,85.6
2025-08-08,ACC-1101,55,440,1,89.94
2025-08-08,ACC-1102,615,4920,19,72.31
2025-08-08,ACC-1103,154,616,2,83.61
2025-08-08,ACC-1104,68,748,2,71.79
2025-08-08,ACC-1105,715,7865,24,80.24
2025-08-08,ACC-1106,144,1440,6,90.02
2025-08-08,ACC-1107,56,504,1,90.64
2025-08-08,ACC-1108,657,7227,18,70.98
2025-08-08,ACC-1109,208,1872,2,75.7
2025-08-08,ACC-1110,58,232,2,95.0
2025-08-08,ACC-1111,529,2645,19,91.73
2025-08-08,ACC-1112,246,2460,2,83.56
2025-08-08,ACC-1113,86,860,2,85.07
2025-08-08,ACC-1114,548,3288,26,69.83
2025-08-08,ACC-1115,240,2880,7,84.35
2025-08-08,ACC-1116,49,392,0,74.0
2025-08-08,ACC-1117,550,3300,5,79.53
2025-08-08,ACC-1118,193,1930,3,91.52
2025-08-08,ACC-1119,58,290,2,95.38
2025-08-08,ACC-1120,505,2525,20,83.91
2025-08-08,ACC-1121,134,1206,4,89.14
2025-08-08,ACC-1122,52,312,1,72.02
2025-08-08,ACC-1123,407,4477,7,75.63
2025-08-08,ACC-1124,244,2684,6,78.54
2025-08-08,ACC-1125,54,378,1,92.46
2025-08-08,ACC-1126,439,4829,9,71.52
2025-08-08,ACC-1127,239,1434,4,85.94
2025-08-08,ACC-1128,82,492,3,88.78
2025-08-08,ACC-1129,517,3102,17,93.03
2025-08-08,ACC-1130,137,1507,3,92.4
2025-08-08,ACC-1131,72,648,1,76.45
2025-08-08,ACC-1132,441,4410,20,71.93
2025-08-08,ACC-1133,197,1970,2,82.63
2025-08-08,ACC-1134,83,498,3,92.75
2025-08-08,ACC-1135,563,3941,11,88.09
2025-08-08,ACC-1136,234,1170,9,86.98
2025-08-08,ACC-1137,75,450,1,81.82
2025-08-08,ACC-1138,430,1720,4,85.2
2025-08-08,ACC-1139,222,1332,7,90.88
2025-08-08,ACC-1140,51,255,1,81.86
2025-08-08,ACC-1141,650,2600,24,83.51
2025-08-08,ACC-1142,140,1540,3,95.29
2025-08-08,ACC-1143,85,425,3,93.15
2025-08-08,ACC-1144,587,2348,6,79.98
2025-08-08,ACC-1145,228,2736,7,94.21
2025-08-08,ACC-1146,49,343,1,84.54
2025-08-08,ACC-1147,698,8376,27,91.9
2025-08-08,ACC-1148,143,858,7,87.08
2025-08-08,ACC-1149,48,336,2,73.67
2025-08-08,ACC-1150,660,3960,31,76.54
2025-08-08,ACC-1151,167,2004,5,83.62
2025-08-08,ACC-1152,84,420,4,80.52
2025-08-08,ACC-1153,513,3591,23,76.34
2025-08-08,ACC-1154,201,804,9,81.3
2025-08-08,ACC-1155,74,740,1,86.28
2025-08-08,ACC-1156,632,7584,13,85.04
2025-08-08,ACC-1157,216,1728,9,78.74
2025-08-08,ACC-1158,79,316,1,89.8
2025-08-08,ACC-1159,731,6579,16,71.17
2025-08-08,ACC-1160,157,1413,5,76.97
2025-08-08,ACC-1161,87,957,3,77.32
2025-08-08,ACC-1162,489,1956,19,78.96
2025-08-08,ACC-1163,228,2280,3,80.38
2025-08-08,ACC-1164,46,230,1,81.34
2025-08-08,ACC-1165,619,3714,12,86.4
2025-08-08,ACC-1166,173,1730,3,93.66
2025-08-08,ACC-1167,48,384,0,78.21
2025-08-08,ACC-1168,674,4044,19,74.1
2025-08-08,ACC-1169,174,2088,2,73.46
2025-08-08,ACC-1170,65,585,2,88.32
2025-08-08,ACC-1171,509,3054,14,82.64
2025-08-08,ACC-1172,136,544,2,87.72
2025-08-08,ACC-1173,80,800,2,79.55
2025-08-08,ACC-1174,627,6270,11,78.55
2025-08-08,ACC-1175,183,1098,5,84.69
2025-08-08,ACC-1176,85,935,1,81.18
2025-08-08,ACC-1177,687,6183,14,78.36
2025-08-08,ACC-1178,154,1386,3,91.69
2025-08-08,ACC-1179,55,495,1,72.0
2025-08-08,ACC-1180,591,6501,28,80.06
2025-08-08,ACC-1181,138,828,1,79.54
2025-08-08,ACC-1182,56,392,2,73.19
2025-08-08,ACC-1183,494,1976,20,84.41
2025-08-08,ACC-1184,136,1224,1,91.94
2025-08-08,ACC-1185,52,260,0,74.07
2025-08-08,ACC-1186,532,2660,14,93.64
2025-08-08,ACC-1187,188,1128,7,90.63
2025-08-08,ACC-1188,58,522,0,75.8
2025-08-08,ACC-1189,539,2695,20,74.6
2025-08-08,ACC-1190,183,2196,2,80.32
2025-08-08,ACC-1191,74,592,2,95.7
2025-08-08,ACC-1192,445,4895,11,84.41
2025-08-08,ACC-1193,209,2299,4,78.57
2025-08-08,ACC-1194,80,320,3,94.24
2025-08-08,ACC-1195,520,3640,14,73.06
2025-08-08,ACC-1196,144,1584,5,78.82
2025-08-08,ACC-1197,76,304,2,88.02
2025-08-08,ACC-1198,473,3311,9,84.1
2025-08-08,ACC-1199,146,1606,6,71.98
2025-08-08,ACC-1200,60,600,2,79.05
2025-08-08,ACC-1201,391,3519,11,81.56
2025-08-08,ACC-1202,210,1890,7,81.64
2025-08-08,ACC-1203,85,510,2,75.28
2025-08-08,ACC-1204,454,3178,7,92.04
2025-08-08,ACC-1205,217,1085,2,75.48
2025-08-08,ACC-1206,75,525,3,76.04
2025-08-08,ACC-1207,418,4180,7,85.77
2025-08-08,ACC-1208,203,1624,6,76.15
2025-08-08,ACC-1209,59,295,1,77.44
2025-08-08,ACC-1210,694,4858,8,77.02
2025-08-08,ACC-1211,230,2530,11,70.92
2025-08-08,ACC-1212,77,308,2,73.88
2025-08-08,ACC-1213,385,2695,8,79.77
2025-08-08,ACC-1214,218,1090,3,76.73
2025-08-08,ACC-1215,87,1044,2,83.5
2025-08-08,ACC-1216,716,5728,15,93.97
2025-08-08,ACC-1217,164,1640,2,94.38
2025-08-08,ACC-1218,49,196,1,74.79
2025-08-08,ACC-1219,678,5424,18,93.15
2025-08-08,ACC-1220,183,732,6,86.09
2025-08-08,ACC-1221,50,450,1,92.95
2025-08-08,ACC-1222,529,3703,8,80.49
2025-08-08,ACC-1223,188,752,7,84.23
2025-08-08,ACC-1224,57,513,1,95.12
2025-08-08,ACC-1225,475,5225,11,90.64
2025-08-08,ACC-1226,154,924,5,86.46
2025-08-08,ACC-1227,68,340,0,76.37
2025-08-08,ACC-1228,557,2785,27,77.44
2025-08-08,ACC-1229,141,564,3,89.51
2025-08-08,ACC-1230,56,672,1,74.81
2025-08-08,ACC-1231,472,2832,13,79.7
2025-08-08,ACC-1232,142,1704,4,81.19
2025-08-08,ACC-1233,70,350,1,78.07
2025-08-08,ACC-1234,591,4728,27,69.72
2025-08-08,ACC-1235,154,1540,3,95.25
2025-08-08,ACC-1236,59,472,2,79.3
2025-08-08,ACC-1237,627,3135,28,90.27
2025-08-08,ACC-1238,232,2088,7,77.18
2025-08-08,ACC-1239,82,738,3,88.97
2025-08-15,ACC-1000,471,5181,15,79.53
2025-08-15,ACC-1001,233,1165,5,74.07
2025-08-15,ACC-1002,48,528,1,79.28
2025-08-15,ACC-1003,505,4040,5,75.06
2025-08-15,ACC-1004,242,2178,11,84.73
2025-08-15,ACC-1005,55,275,2,93.24
2025-08-15,ACC-1006,478,3346,11,87.42
2025-08-15,ACC-1007,146,1314,2,94.26
2025-08-15,ACC-1008,51,306,1,85.23
2025-08-15,ACC-1009,402,2412,14,75.43
2025-08-15,ACC-1010,175,875,4,84.37
2025-08-15,ACC-1011,58,696,1,73.6
2025-08-15,ACC-1012,677,4062,14,87.7
2025-08-15,ACC-1013,149,1192,7,92.81
2025-08-15,ACC-1014,60,540,0,78.41
2025-08-15,ACC-1015,513,3591,10,71.65
2025-08-15,ACC-1016,221,1326,9,77.6
2025-08-15,ACC-1017,68,476,1,89.79
2025-08-15,ACC-1018,452,4520,13,76.2
2025-08-15,ACC-1019,156,1872,5,83.65
2025-08-15,ACC-1020,79,316,1,87.95
2025-08-15,ACC-1021,673,7403,17,71.8
2025-08-15,ACC-1022,209,2508,7,76.95
2025-08-15,ACC-1023,46,322,1,80.87
2025-08-15,ACC-1024,663,2652,31,84.64
2025-08-15,ACC-1025,167,1503,3,78.38
2025-08-15,ACC-1026,59,295,2,76.14
2025-08-15,ACC-1027,541,3246,14,86.98
2025-08-15,ACC-1028,179,716,1,81.6
2025-08-15,ACC-1029,51,408,2,91.59
2025-08-15,ACC-1030,555,6660,12,82.89
2025-08-15,ACC-1031,218,2616,2,92.21
2025-08-15,ACC-1032,49,294,0,82.96
2025-08-15,ACC-1033,658,2632,8,94.72
2025-08-15,ACC-1034,168,1344,2,79.6
2025-08-15,ACC-1035,55,220,1,81.78
2025-08-15,ACC-1036,482,3374,20,88.74
2025-08-15,ACC-1037,164,1312,8,76.59
2025-08-15,ACC-1038,58,290,2,83.9
2025-08-15,ACC-1039,396,1584,7,71.35
2025-08-15,ACC-1040,204,1836,8,82.29
2025-08-15,ACC-1041,70,560,2,84.14
2025-08-15,ACC-1042,390,1560,18,88.34
2025-08-15,ACC-1043,167,1336,3,81.16
2025-08-15,ACC-1044,67,670,3,84.6
2025-08-15,ACC-1045,582,5238,6,86.03
2025-08-15,ACC-1046,226,904,10,75.7
2025-08-15,ACC-1047,71,781,0,73.73
2025-08-15,ACC-1048,436,4360,6,89.63
2025-08-15,ACC-1049,154,770,3,93.48
2025-08-15,ACC-1050,70,350,2,73.74
2025-08-15,ACC-1051,395,3555,5,90.63
2025-08-15,ACC-1052,192,1920,2,76.68
2025-08-15,ACC-1053,52,364,2,82.2
2025-08-15,ACC-1054,682,5456,13,81.76
2025-08-15,ACC-1055,229,1603,7,92.53
2025-08-15,ACC-1056,55,330,1,92.46
2025-08-15,ACC-1057,632,6320,8,75.82
2025-08-15,ACC-1058,147,1617,3,88.59
2025-08-15,ACC-1059,73,730,3,71.75
2025-08-15,ACC-1060,544,4896,6,84.35
2025-08-15,ACC-1061,227,2497,6,79.7
2025-08-15,ACC-1062,64,640,1,80.52
2025-08-15,ACC-1063,401,2406,19,73.35
2025-08-15,ACC-1064,143,1287,4,92.0
2025-08-15,ACC-1065,87,1044,2,74.46
2025-08-15,ACC-1066,444,4884,7,80.19
2025-08-15,ACC-1067,167,668,7,84.64
2025-08-15,ACC-1068,67,804,3,80.49
2025-08-15,ACC-1069,595,5950,7,86.96
2025-08-15,ACC-1070,223,1115,6,84.83
2025-08-15,ACC-1071,47,282,1,73.06
2025-08-15,ACC-1072,571,3426,26,71.18
2025-08-15,ACC-1073,223,892,8,90.96
2025-08-15,ACC-1074,46,368,1,88.24
2025-08-15,ACC-1075,718,4308,18,74.1
2025-08-15,ACC-1076,227,2497,9,73.9
2025-08-15,ACC-1077,54,270,2,88.99
2025-08-15,ACC-1078,488,2928,13,76.2
2025-08-15,ACC-1079,235,940,6,71.33
2025-08-15,ACC-1080,60,720,1,81.45
2025-08-15,ACC-1081,691,4146,24,76.94
2025-08-15,ACC-1082,154,924,4,74.07
2025-08-15,ACC-1083,73,511,2,86.04
2025-08-15,ACC-1084,620,5580,19,77.03
2025-08-15,ACC-1085,187,935,5,87.69
2025-08-15,ACC-1086,67,469,2,76.2
2025-08-15,ACC-1087,582,5238,17,73.02
2025-08-15,ACC-1088,157,1727,7,88.92
2025-08-15,ACC-1089,64,384,1,77.11
2025-08-15,ACC-1090,426,5112,19,91.68
2025-08-15,ACC-1091,150,900,4,94.06
2025-08-15,ACC-1092,67,268,1,91.08
2025-08-15,ACC-1093,687,5496,17,73.96
2025-08-15,ACC-1094,183,1647,2,94.73
2025-08-15,ACC-1095,47,188,0,77.84
2025-08-15,ACC-1096,436,3488,15,76.39
2025-08-15,ACC-1097,196,1764,2,84.78
2025-08-15,ACC-1098,51,459,2,87.49
2025-08-15,ACC-1099,480,4800,20,80.53
2025-08-15,ACC-1100,175,2100,5,88.33
2025-08-15,ACC-1101,51,510,0,76.62
2025-08-15,ACC-1102,624,3120,7,91.24
2025-08-15,ACC-1103,195,975,7,76.82
2025-08-15,ACC-1104,81,648,3,79.29
2025-08-15,ACC-1105,539,2156,7,87.27
2025-08-15,ACC-1106,232,1160,6,86.8
2025-08-15,ACC-1107,75,750,2,84.82
2025-08-15,ACC-1108,593,2965,28,90.52
2025-08-15,ACC-1109,176,704,6,89.49
2025-08-15,ACC-1110,75,825,3,75.06
2025-08-15,ACC-1111,399,1596,17,87.57
2025-08-15,ACC-1112,183,1098,4,78.31
2025-08-15,ACC-1113,57,342,2,82.54
2025-08-15,ACC-1114,721,5047,30,85.66
2025-08-15,ACC-1115,225,2700,3,93.5
2025-08-15,ACC-1116,70,840,3,75.88
2025-08-15,ACC-1117,539,2695,22,88.82
2025-08-15,ACC-1118,226,1808,8,93.42
2025-08-15,ACC-1119,76,608,3,83.41
2025-08-15,ACC-1120,658,7896,27,86.04
2025-08-15,ACC-1121,208,1872,7,71.71
2025-08-15,ACC-1122,80,880,0,95.45
2025-08-15,ACC-1123,564,6768,6,74.65
2025-08-15,ACC-1124,184,2208,9,72.32
2025-08-15,ACC-1125,83,913,2,83.33
2025-08-15,ACC-1126,628,3140,6,89.53
2025-08-15,ACC-1127,167,2004,3,79.33
2025-08-15,ACC-1128,58,348,0,87.67
2025-08-15,ACC-1129,389,2723,17,72.98
2025-08-15,ACC-1130,168,1344,6,75.84
2025-08-15,ACC-1131,52,416,1,80.16
2025-08-15,ACC-1132,474,2370,8,88.31
2025-08-15,ACC-1133,154,1848,5,88.77
2025-08-15,ACC-1134,50,400,1,75.3
2025-08-15,ACC-1135,570,3990,10,74.35
2025-08-15,ACC-1136,173,1730,5,77.55
2025-08-15,ACC-1137,88,528,2,83.48
2025-08-15,ACC-1138,554,4432,25,69.12
2025-08-15,ACC-1139,183,1281,8,83.06
2025-08-15,ACC-1140,74,666,2,74.71
2025-08-15,ACC-1141,446,4906,4,86.36
2025-08-15,ACC-1142,226,2034,6,87.86
2025-08-15,ACC-1143,84,504,1,88.98
2025-08-15,ACC-1144,555,2220,24,81.66
2025-08-15,ACC-1145,159,1113,1,81.26
2025-08-15,ACC-1146,64,384,1,90.01
2025-08-15,ACC-1147,525,2100,16,93.8
2025-08-15,ACC-1148,209,1881,2,90.55
2025-08-15,ACC-1149,59,590,2,81.63
2025-08-15,ACC-1150,530,4240,17,78.77
2025-08-15,ACC-1151,133,665,4,84.05
2025-08-15,ACC-1152,49,392,1,90.66
2025-08-15,ACC-1153,621,6831,8,79.6
2025-08-15,ACC-1154,132,1056,3,79.68
2025-08-15,ACC-1155,83,830,4,92.72
2025-08-15,ACC-1156,657,5913,20,92.54
2025-08-15,ACC-1157,228,2052,2,80.26
2025-08-15,ACC-1158,61,549,2,93.18
2025-08-15,ACC-1159,582,6984,15,84.2
2025-08-15,ACC-1160,217,1953,6,73.69
2025-08-15,ACC-1161,60,660,2,77.09
2025-08-15,ACC-1162,549,2196,8,86.36
2025-08-15,ACC-1163,136,1088,2,87.61
2025-08-15,ACC-1164,64,512,2,79.99
2025-08-15,ACC-1165,428,4280,13,79.66
2025-08-15,ACC-1166,136,952,4,78.95
2025-08-15,ACC-1167,59,531,2,73.71
2025-08-15,ACC-1168,418,1672,16,79.8
2025-08-15,ACC-1169,137,685,2,74.02
2025-08-15,ACC-1170,62,496,2,80.66
2025-08-15,ACC-1171,605,3025,16,79.22
2025-08-15,ACC-1172,177,708,6,94.08
2025-08-15,ACC-1173,77,847,2,93.26
2025-08-15,ACC-1174,616,3080,22,75.12
2025-08-15,ACC-1175,234,1170,10,78.05
2025-08-15,ACC-1176,63,315,2,86.11
2025-08-15,ACC-1177,428,5136,11,91.11
2025-08-15,ACC-1178,153,1836,4,85.91
2025-08-15,ACC-1179,78,312,1,87.31
2025-08-15,ACC-1180,434,4774,21,85.84
2025-08-15,ACC-1181,191,1719,4,77.63
2025-08-15,ACC-1182,66,330,2,90.46
2025-08-15,ACC-1183,450,4950,18,88.57
2025-08-15,ACC-1184,210,1890,3,79.24
2025-08-15,ACC-1185,53,530,2,91.82
2025-08-15,ACC-1186,586,4688,17,80.17
2025-08-15,ACC-1187,193,1158,2,80.32
